model,task,trial_dir,e2e_resolved,f2p_passed,f2p_total,p2p_passed,p2p_total,exam_file_recall,exam_function_recall,comm_file_recall,n_examined_files,n_committed_files,gold_n_files,gold_n_functions,n_steps,n_read_calls,n_bash_calls,n_edit_calls,n_grep_glob_calls,n_todo_calls,files_edited_once,files_edited_2plus,n_test_invocations,first_edit_step,first_test_step,agent_diff_lines,n_examined_nongold,n_examined_test_files,n_examined_doc_files,pre_edit_mention_count,pre_edit_diagnosis_text,gold_diff_lines
codex/openai/openai/gpt-5.5 / effort=xhigh,t2v3-TI96f8-llm-feature-availability-settings,/tmp/e2e-codex-full/jobs/v2b-codex-gpt55-xhigh/baseline-codex-craft-taskgen-v2b-20260429-041506/t2v3-TI96f8-llm-feature-availabi-kCVLe7e,0,2,3,88,88,1.0,1.0,1.0,1199,14,6,4,119,0,66,24,0,0,7,7,6,40,24,552,1193,19,16,1,"ec_command call_QvC38HXvCAlYaaZZLE3h0QkO
Executed exec_command call_P26IGcRnroIXl9u6ER3KKHkh
Executed exec_command call_lhGJjHlRgoJNw2rZo8MCcSiN
Executed exec_command call_c8UOZS6UMOLEZ9G1KrlGBjL8
Executed exec_command call_G72AfECJe4N2AKxR4B1Pp9fD
Executed exec_command call_MSEBPVUpmetjyLEymzgq2yjN
Executed update_plan call_IHjhMtxMvykyAXUGjUn8Heza
I’m going to centralize the availability calculation in `LLMManager` so the API can ask one place whether default and feature-specific providers initialize. The same manager change will add DEBUG fallback logging for feature provider init failures.",307
codex/openai/openai/gpt-5.5 / effort=xhigh,t2v3-TO0c08-cli-provision-unknown-args,/tmp/e2e-codex-full/jobs/v2b-codex-gpt55-xhigh/baseline-codex-craft-taskgen-v2b-20260429-041506/t2v3-TO0c08-cli-provision-unknow-eoDyAAM,1,9,9,61,61,1.0,1.0,0.4286,154,11,7,9,88,0,53,14,0,0,9,2,36,30,7,183,147,66,14,3,"mtPJzfsyvBiw
Executed exec_command call_aUvFgUkAVNC9VefdFVmDHI9E
Executed exec_command call_se8O9hyricATZzmn3YL6hc9J
Executed exec_command call_C58UDkzA7q9WG3gMCiWjWRew
Executed exec_command call_EN4fYajRpV9iLRoGBsIio2Py
Executed exec_command call_RwVjGBJeQ53sdrlu3G4qvrLd
Executed exec_command call_lRUbZQkBTj4u7ocnIl2lFvcx
I’m going to make three focused changes: store parse remainders and defer unknown-argument failure until after provisioning is checked, collapse INI backslash continuations before factor filtering, and cache the external package builder’s built artifact path per package env.",139
codex/openai/openai/gpt-5.5 / effort=xhigh,t2v3-TO17d3-tox-sdist-wheel-package-type,/tmp/e2e-codex-full/jobs/v2b-codex-gpt55-xhigh/baseline-codex-craft-taskgen-v2b-20260429-041506/t2v3-TO17d3-tox-sdist-wheel-pack-m5UTDTA,1,4,4,68,68,0.75,0.6923,0.75,100,8,8,13,101,0,57,19,0,0,4,4,21,28,6,280,94,22,11,0,"9nbfJduLT2bRN
Executed exec_command call_6B1NxvKNURTZbZDlnR682d3L
Executed exec_command call_cSzHDkyXe9ZcUl7DgTL53TJc
Executed exec_command call_Fq2LsKs6NFNfH8fbFdoeJVcn
Executed exec_command call_wHWL6xlbKqKUFwRHsNG0MJZD
Executed exec_command call_n0FTLww9IbkzvsMwQIdXNXdM
I’m going to implement `sdist-wheel` as a wheel-producing package type, but avoid the existing metadata path that would build a direct wheel before the sdist. The new branch will build the sdist first, safely extract it, build the final wheel from that extracted root, then read dependencies from the resulting wheel metadata.",235
codex/openai/openai/gpt-5.5 / effort=xhigh,t2v3-TO58e5-tox-fail-fast-option,/tmp/e2e-codex-full/jobs/v2b-codex-gpt55-xhigh/baseline-codex-craft-taskgen-v2b-20260429-041506/t2v3-TO58e5-tox-fail-fast-option-CaUHZXa,1,11,11,44,44,1.0,1.0,0.6,256,11,5,8,90,0,56,16,0,0,10,1,36,38,9,299,250,103,31,1,"
Executed exec_command call_3Vg0sboWMeVK796oV6Vv8mH9
Executed exec_command call_jemCdyZXL8KNqZlqZk3Bfiqq
Executed exec_command call_iGHtd5pqf0ESKA2fagOVJbNX
Executed exec_command call_uSI0dyXP3HtyqI2sofSdw1UG
Executed exec_command call_QT6qClcfovnAMNSYupeVzXuj
Executed exec_command call_2wnmieCvUGEY2QWHGRKcVjdS
Executed exec_command call_h151m9KaMKSCMoirsOfkAGol
I’m editing the run result shape, registering `fail_fast` in environment config, and adding `--fail-fast` only to `run`, `run-parallel`, and `legacy`. Then I’ll rework scheduling so unstarted environments get synthetic skipped results.",106
codex/openai/openai/gpt-5.5 / effort=xhigh,t2v3-TOe840-tox-toml-install-command,/tmp/e2e-codex-full/jobs/v2b-codex-gpt55-xhigh/baseline-codex-craft-taskgen-v2b-20260429-041506/t2v3-TOe840-tox-toml-install-com-AhM4jMq,1,5,5,112,112,0.8,0.7857,0.4,249,4,5,14,77,0,55,5,0,0,3,1,36,38,8,89,245,122,5,1,"ommand call_8GOdMBoTnKNt7IfVERRqAYAA
Executed exec_command call_ZVPXdeyafbhb4DZ7mg2Y2pZ1
Executed exec_command call_RJUdLhTosZPznmkabC927nvD
Executed exec_command call_DD0rtZzpjsxwQ68tPBVbQrYC
Executed exec_command call_jpQhp4pdbYCGUsGi89PoyqGd
Executed exec_command call_CLzyOa0BEpaYg7DxsOjOoPXK
I’m going to add a TOML base-section resolver that recognizes `env_run_base` and `env_pkg_base` as real top-level TOML tables, while preserving the existing “base names point at env tables” behavior for custom `base` entries. Then I’ll add regression coverage for `install_command` in both TOML formats.",70
codex/openai/openai/gpt-5.5 / effort=xhigh,t2v3-TU5454-agentic-loss-mask-fix,/tmp/e2e-codex-full/jobs/v2b-codex-gpt55-xhigh/baseline-codex-craft-taskgen-v2b-20260429-041506/t2v3-TU5454-agentic-loss-mask-fi-kKsqKod,0,14,15,5,5,1.0,1.0,0.8333,331,18,12,17,174,0,95,30,0,0,9,9,14,54,88,305,319,84,44,2,"3RMijJZCF8dkDMr6JLyw
Executed exec_command call_mYDuMsmW6NoF6pdajkb7yvS6
Executed exec_command call_y3wDHanby3KViiPCdZbN9FUE
Executed exec_command call_cvzHSBQNNk9QZV0mRnjf9oR4
Executed exec_command call_AKjWPKeANgCa9QlFQiectAhd
I found two separate mask semantics in play: the loss mask must be assistant-only, while attention/logprob computation still needs all non-pad trajectory tokens so later assistant turns can see environment turns. I’m going to store the assistant-only mask in `TrainExample.completion_mask` and use a separate non-pad attention mask internally where logprobs are computed.",217
codex/openai/openai/gpt-5.5 / effort=xhigh,t2v3-TU5b12-unify-grpo-pipeline-dataloading,/tmp/e2e-codex-full/jobs/v2b-codex-gpt55-xhigh/baseline-codex-craft-taskgen-v2b-20260429-041506/t2v3-TU5b12-unify-grpo-pipeline--8iHPMPb,0,7,13,44,44,0.8,1.0,0.8,239,8,5,12,70,0,45,10,0,0,6,2,3,34,48,357,235,29,8,7,"terpreted and which learner is constructed. I’m going to make `_load_raw_dataset(tokenizer)` return both the raw dataset and optional batch function, then have `_run(mode)` perform the common compute/post-init flow before the learner-specific branch.
Executed exec_command call_wJsUvUCXVqqhjwr7ta4W3qQ6
Executed exec_command call_7bR8SgqYRKAZsyU1ZeSuExFc
I’m about to edit the four implementation files. The GRPO refactor will keep thin compatibility wrappers for the old private methods, but `run_grpo_trainer` itself will now route through `_run(mode)` and use the exact new unsupported-mode error.",440
codex/openai/openai/gpt-5.5 / effort=xhigh,t2v3-TWad40-article-inline-images,/tmp/e2e-codex-full/jobs/v2b-codex-gpt55-xhigh/baseline-codex-craft-taskgen-v2b-20260429-041506/t2v3-TWad40-article-inline-image-VJXDPo3,0,1,5,58,58,1.0,1.0,1.0,24,2,1,3,80,0,49,7,0,0,0,2,10,17,21,389,23,6,0,2,"f3S
Executed exec_command call_xwdlS9UH8MuUXtUZ1NWD8FmN
Executed exec_command call_dptYjYKQgdHI5IkyH9VTPXpL
Executed exec_command call_921DQYioRz6gjJTOhEpFTUtH
Executed exec_command call_zFXB7f82m52Y7QEFKD66cNus
Executed exec_command call_HoBsB30BcV9goJM4fKLq7xNm
Executed exec_command call_MdBjuuuEiHEW5wnnz0sBDMBl
The output path should stay Markdown because article rendering already feeds `article_text` into Markdown formatters. I’m going to add image-specific extraction helpers that return `![caption](<url>)` fragments, while keeping `_extract_atomic_markdown` unchanged for existing callers.",108
codex/openai/openai/gpt-5.5 / effort=xhigh,t2v3-ULf607-ultraplot-sankey-diagrams,/tmp/e2e-codex-full/jobs/v2b-codex-gpt55-xhigh/baseline-codex-craft-taskgen-v2b-20260429-041506/t2v3-ULf607-ultraplot-sankey-dia-3iwsRfR,0,6,27,43,43,1.0,1.0,1.0,326,4,2,6,117,0,75,18,0,0,0,4,10,31,56,1506,324,6,102,0,"7BWL5hcnLXYge8XKf
Executed exec_command call_WzuxS75CJTaI3idCLffi0Cd4
Executed exec_command call_qPYHQgh5uk2XuLvYkSajCAKR
Executed write_stdin call_s8IvnwoY3busDpgudcCdDjDd
Executed exec_command call_1Y7nXJQMdm2jdwhQLS40mHka
Executed exec_command call_pgOcQ9lHNitcuj3fLIQP8zcO
Executed exec_command call_w6ouN0Uk2GStwW0ulnpN5xJs
I’m going to add a new `ultraplot.axes.plot_types.sankey` module with normalization/layout/rendering helpers, then wire `PlotAxes.sankey()` to choose between Matplotlib’s numeric Sankey and the custom layered renderer. After that I’ll register the new `sankey.*` rc keys.",1363
codex/openai/openai/gpt-5.5 / effort=xhigh,t2v3-UV029b-websockets-sansio-keepalive-pings,/tmp/e2e-codex-full/jobs/v2b-codex-gpt55-xhigh/baseline-codex-craft-taskgen-v2b-20260429-041506/t2v3-UV029b-websockets-sansio-ke-xqbBJHT,1,4,4,290,290,1.0,1.0,1.0,117,3,2,9,68,0,46,4,0,0,2,1,3,33,39,183,115,40,23,2,"exec_command call_X41LFs84Xtt50l7bgTHyyfD6
Executed exec_command call_Ebgl8fnFtz12cLPKmeOKL2dF
Executed exec_command call_8Umy9aLfJ9h0r229U5T2DB84
Executed exec_command call_N6ckaz43CXgH7Sx2cZtnnLcQ
Executed exec_command call_NXAuGzRjt65uCXSA85R3UBi9
Executed exec_command call_ZCHCn7f6KX8psU8yARfoPeNc
Executed exec_command call_vnSoSSD7nGGAJLarxq4kKMH4
I’m going to add a small keepalive task that starts only after an accepted sansio WebSocket handshake, sends protocol-level pings on the configured interval, and fails/closes the connection with 1011 if the matching pong does not arrive in time.",82
codex/openai/openai/gpt-5.5 / effort=xhigh,t2v3-VC1b70-httpcore-sync-async-split,/tmp/e2e-codex-full/jobs/v2b-codex-gpt55-xhigh/baseline-codex-craft-taskgen-v2b-20260429-041506/t2v3-VC1b70-httpcore-sync-async--NPicVD3,1,2,2,29,29,1.0,1.0,0.5,80,2,2,16,49,0,33,3,0,0,1,1,5,28,17,135,78,10,0,0,"RVI8Dnxmdm2y2Ye3wTVx
Executed exec_command call_1tfV2mFDtR2ikCCtERGVSX3q
Executed exec_command call_nyJkfRE4dtzsw3GFz31vBuLn
Executed exec_command call_w5yYO0ZtOSxe6CPzRxjcbXOm
Executed exec_command call_XzC8DiTRhfSL4n008jwru5Xg
Executed exec_command call_a7Ig44AhcGJlr2DsJjjWBYxU
Executed exec_command call_j8omuiXbaQ9xd1s9OUXNJ4oW
The requested test suite currently passes, but it does not cover sync `httpx.Client` calls made while an event loop is running. I’m adding that regression test and replacing the sync path’s “run async helper” code with true synchronous request/response serialization.",168
codex/openai/openai/gpt-5.5 / effort=xhigh,t2v3-XY5089-bond-outline-per-segment,/tmp/e2e-codex-full/jobs/v2b-codex-gpt55-xhigh/baseline-codex-craft-taskgen-v2b-20260429-041506/t2v3-XY5089-bond-outline-per-seg-FWJoYCC,0,4,5,36,36,1.0,1.0,0.6667,261,3,3,1,54,0,36,3,0,0,3,0,3,30,7,244,258,27,26,0,"ed exec_command call_N7tggytB25IGZ1kYcolAmWgW
Executed exec_command call_qhYGHErYsFPTGxwakRSsWnL3
Executed exec_command call_eaiXq2Jtq5bNnu6gdcrmwlOa
Executed exec_command call_DRxc2j7GMQnd0nB0jlr6e1Wz
Executed exec_command call_sOB3USD571dvVXGehC1PcbMb
Executed exec_command call_PFckXWySPz21L5BqDJ6zWtcW
Executed exec_command call_0C5pkqvv0sUAMMnp63gtIbDD
I’m about to edit `renderer.py` and `pmol.json`. The renderer change will add line-aligned SVG gradients for both hard-stop element coloring and endpoint-fogged outlines, then thread outline parameters through every segment `_emit_line` call.",354
claude-code/aws/anthropic/bedrock-claude-opus-4-7 / effort=xhigh,t2v3-ADd1f1-eval-service-integration,/tmp/e2e-opus/jobs/v2-opus47-claude/baseline-claude-code-craft-taskgen-v2-20260427-151228/t2v3-ADd1f1-eval-service-integra-FoDCqhq,0,2,4,18,18,1.0,1.0,1.0,33,4,4,6,54,19,12,7,9,7,1,3,1,25,47,417,29,3,5,0,,373
claude-code/aws/anthropic/bedrock-claude-opus-4-7 / effort=xhigh,t2v3-ADebd7-toolset-name-prefix,/tmp/e2e-opus/jobs/v2-opus47-claude/baseline-claude-code-craft-taskgen-v2-20260427-151228/t2v3-ADebd7-toolset-name-prefix-eggeuJ7,0,22,24,4,4,1.0,1.0,1.0,81,2,2,4,25,8,9,5,0,3,0,2,1,14,22,119,79,58,0,0,,72
claude-code/aws/anthropic/bedrock-claude-opus-4-7 / effort=xhigh,t2v3-AN4f86-angrop-aarch64-support,/tmp/e2e-opus/jobs/v2-opus47-claude/baseline-claude-code-craft-taskgen-v2-20260427-151228/t2v3-AN4f86-angrop-aarch64-suppo-x76dZwG,1,2,2,16,16,0.9474,1.0,0.5789,29,11,19,148,64,21,21,16,1,5,7,4,7,27,51,1121,11,7,0,0,,1949
claude-code/aws/anthropic/bedrock-claude-opus-4-7 / effort=xhigh,t2v3-AUb452-regex-character-class-support,/tmp/e2e-opus/jobs/v2-opus47-claude/baseline-claude-code-craft-taskgen-v2-20260427-151228/t2v3-AUb452-regex-character-clas-7FNEYZv,0,1,10,24,24,1.0,1.0,1.0,88,5,3,7,41,10,12,13,3,3,1,4,5,15,20,884,85,52,0,0,,474
claude-code/aws/anthropic/bedrock-claude-opus-4-7 / effort=xhigh,t2v3-BL60e2-http-client-protocol-refactor,/tmp/e2e-opus/jobs/v2-opus47-claude/baseline-claude-code-craft-taskgen-v2-20260427-151228/t2v3-BL60e2-http-client-protocol-UPnFKWB,1,4,4,230,230,0.6111,0.8588,0.1667,49,6,18,85,55,21,12,6,11,4,6,0,5,43,37,856,38,7,2,0,,2615
claude-code/aws/anthropic/bedrock-claude-opus-4-7 / effort=xhigh,t2v3-BL9bd7-multipart-formdata-roundtrip-fix,/tmp/e2e-opus/jobs/v2-opus47-claude/baseline-claude-code-craft-taskgen-v2-20260427-151228/t2v3-BL9bd7-multipart-formdata-r-pUjKaUy,0,12,16,358,358,0.8182,0.8125,0.6364,84,8,11,16,58,13,18,23,0,4,3,5,4,25,54,283,75,48,0,0,,242
claude-code/aws/anthropic/bedrock-claude-opus-4-7 / effort=xhigh,t2v3-BLa5a2-pluggable-binding-converters,/tmp/e2e-opus/jobs/v2-opus47-claude/baseline-claude-code-craft-taskgen-v2-20260427-151228/t2v3-BLa5a2-pluggable-binding-co-ukuw2sV,0,10,14,367,367,0.8571,0.5,0.7143,71,7,7,2,42,12,15,8,3,4,6,1,4,19,35,1326,65,43,2,0,,508
claude-code/aws/anthropic/bedrock-claude-opus-4-7 / effort=xhigh,t2v3-BLbca5-mount-prefix-propagation,/tmp/e2e-opus/jobs/v2-opus47-claude/baseline-claude-code-craft-taskgen-v2-20260427-151228/t2v3-BLbca5-mount-prefix-propaga-Q5mtP2s,1,6,6,61,61,1.0,1.0,1.0,42,2,2,7,58,17,30,5,0,6,0,2,7,43,3,140,40,17,10,0,,153
claude-code/aws/anthropic/bedrock-claude-opus-4-7 / effort=xhigh,t2v3-CA6bc4-cattrs-annotated-overrides,/tmp/e2e-opus/jobs/v2-opus47-claude/baseline-claude-code-craft-taskgen-v2-20260427-151228/t2v3-CA6bc4-cattrs-annotated-ove-kNFtCrY,1,12,12,2,2,0.5714,1.0,0.5714,26,7,7,9,51,14,15,11,8,3,5,2,4,32,45,561,20,10,1,0,,227
claude-code/aws/anthropic/bedrock-claude-opus-4-7 / effort=xhigh,t2v3-CA872b-splits-during-bed-and-breakfast,/tmp/e2e-opus/jobs/v2-opus47-claude/baseline-claude-code-craft-taskgen-v2-20260427-151228/t2v3-CA872b-splits-during-bed-an-NES4ze8,0,0,2,16,16,1.0,1.0,0.5,86,1,2,5,28,9,10,5,4,0,0,1,3,17,22,355,84,44,9,0,,60
claude-code/aws/anthropic/bedrock-claude-opus-4-7 / effort=xhigh,t2v3-CH78cb-chat-profile-config-overrides,/tmp/e2e-opus/jobs/v2-opus47-claude/baseline-claude-code-craft-taskgen-v2-20260427-151228/t2v3-CH78cb-chat-profile-config--ZoSxdpB,1,4,4,57,57,0.5714,0.5556,0.4286,80,3,7,9,61,8,32,16,1,4,0,3,6,18,46,1158,76,12,6,0,,408
claude-code/aws/anthropic/bedrock-claude-opus-4-7 / effort=xhigh,t2v3-CHc3c1-locale-fallback-dataframe-polars,/tmp/e2e-opus/jobs/v2-opus47-claude/baseline-claude-code-craft-taskgen-v2-20260427-151228/t2v3-CHc3c1-locale-fallback-data-iSVu6d7,0,4,5,69,69,0.15,0.6,0.15,3,3,20,5,12,5,0,3,4,0,3,0,0,8,0,175,0,0,0,0,,7358
claude-code/aws/anthropic/bedrock-claude-opus-4-7 / effort=xhigh,t2v3-CHe590-ask-file-upload-validation,/tmp/e2e-opus/jobs/v2-opus47-claude/baseline-claude-code-craft-taskgen-v2-20260427-151228/t2v3-CHe590-ask-file-upload-vali-53zfyX8,1,5,5,45,45,0.5789,0.7391,0.4737,28,9,19,23,54,15,17,17,0,5,3,6,0,25,0,697,17,1,0,0,,239
claude-code/aws/anthropic/bedrock-claude-opus-4-7 / effort=xhigh,t2v3-CR1c25-django-settings-forward-ref,/tmp/e2e-opus/jobs/v2-opus47-claude/baseline-claude-code-craft-taskgen-v2-20260427-151228/t2v3-CR1c25-django-settings-forw-ca9Vurk,1,5,5,25,25,1.0,1.0,1.0,13,2,1,7,12,3,3,2,3,0,2,0,3,9,8,353,12,7,0,0,,171
claude-code/aws/anthropic/bedrock-claude-opus-4-7 / effort=xhigh,t2v3-CS8148-literal-union-type-handling,/tmp/e2e-opus/jobs/v2-opus47-claude/baseline-claude-code-craft-taskgen-v2-20260427-151228/t2v3-CS8148-literal-union-type-h-hsxjgh5,0,4,5,128,128,0.7143,1.0,0.4286,68,3,7,14,77,24,40,4,5,3,2,1,12,60,33,119,62,30,0,0,,75
claude-code/aws/anthropic/bedrock-claude-opus-4-7 / effort=xhigh,t2v3-CUf582-ws-control-frame-filtering,/tmp/e2e-opus/jobs/v2-opus47-claude/baseline-claude-code-craft-taskgen-v2-20260427-151228/t2v3-CUf582-ws-control-frame-fil-mqtpzVU,0,4,5,110,110,0.5,1.0,0.3333,18,2,6,19,19,4,6,4,2,3,1,1,1,12,18,92,15,2,2,0,,349
claude-code/aws/anthropic/bedrock-claude-opus-4-7 / effort=xhigh,t2v3-DA055f-input-model-ref-strategy,/tmp/e2e-opus/jobs/v2-opus47-claude/baseline-claude-code-craft-taskgen-v2-20260427-151228/t2v3-DA055f-input-model-ref-stra-LasBYjA,1,10,10,40,40,0.7,0.5,0.5,43,7,10,8,80,24,26,15,9,6,2,5,10,34,52,649,36,13,0,0,,219
claude-code/aws/anthropic/bedrock-claude-opus-4-7 / effort=xhigh,t2v3-DA076a-dace-argument-marshal-refactor,/tmp/e2e-opus/jobs/v2-opus47-claude/baseline-claude-code-craft-taskgen-v2-20260427-151228/t2v3-DA076a-dace-argument-marsha-3JNYjbJ,1,4,4,14,14,0.6,0.8182,0.6,24,8,10,33,99,45,18,17,13,5,3,5,0,60,0,1332,17,0,0,0,,807
claude-code/aws/anthropic/bedrock-claude-opus-4-7 / effort=xhigh,t2v3-DA0f7a-input-model-unserializable-types,/tmp/e2e-opus/jobs/v2-opus47-claude/baseline-claude-code-craft-taskgen-v2-20260427-151228/t2v3-DA0f7a-input-model-unserial-VVXEqQD,1,9,9,66,66,0.6667,0.8571,0.6667,68,5,3,7,90,20,51,14,0,4,2,3,13,50,3,712,65,48,0,0,,270
claude-code/aws/anthropic/bedrock-claude-opus-4-7 / effort=xhigh,t2v3-DAa2a4-pydantic-v2-alias-choices,/tmp/e2e-opus/jobs/v2-opus47-claude/baseline-claude-code-craft-taskgen-v2-20260427-151228/t2v3-DAa2a4-pydantic-v2-alias-ch-DgeHFD2,1,8,8,778,778,0.6471,0.6111,0.5294,95,17,17,18,153,50,67,29,0,6,11,6,15,55,7,574,84,37,0,0,,436
claude-code/aws/anthropic/bedrock-claude-opus-4-7 / effort=xhigh,t2v3-DAbca6-packed-strides-contiguous-strip-mining,/tmp/e2e-opus/jobs/v2-opus47-claude/baseline-claude-code-craft-taskgen-v2-20260427-151228/t2v3-DAbca6-packed-strides-conti-vKe8Up9,0,60,62,3,3,0.5714,0.5,0.4286,36,3,7,10,42,12,22,4,0,4,2,1,6,23,35,264,32,19,0,0,,414
claude-code/aws/anthropic/bedrock-claude-opus-4-7 / effort=xhigh,t2v3-DB1222-tz-aware-cron-backfill,/tmp/e2e-opus/jobs/v2-opus47-claude/baseline-claude-code-craft-taskgen-v2-20260427-151228/t2v3-DB1222-tz-aware-cron-backfi-AAJs74i,0,4,7,16,16,0.8571,0.9524,0.8571,60,6,7,21,60,14,18,22,0,5,1,5,3,21,56,1141,53,50,0,0,,160
claude-code/aws/anthropic/bedrock-claude-opus-4-7 / effort=xhigh,t2v3-DE0e88-hpo-solution-selection-framework,/tmp/e2e-opus/jobs/v2-opus47-claude/baseline-claude-code-craft-taskgen-v2-20260427-151228/t2v3-DE0e88-hpo-solution-selecti-Gfv8SGq,0,1,3,2,2,0.4615,0.8276,0.0769,15,1,13,29,25,9,15,1,0,0,1,0,5,20,14,32,9,3,0,0,,866
claude-code/aws/anthropic/bedrock-claude-opus-4-7 / effort=xhigh,t2v3-DE4791-kornia-augmentation-migration,/tmp/e2e-opus/jobs/v2-opus47-claude/baseline-claude-code-craft-taskgen-v2-20260427-151228/t2v3-DE4791-kornia-augmentation--qqEh4PJ,0,14,17,13,13,0.7778,1.0,0.7778,66,7,9,11,49,12,22,10,0,5,5,2,2,24,39,673,55,29,0,0,,458
claude-code/aws/anthropic/bedrock-claude-opus-4-7 / effort=xhigh,t2v3-EL228e-esql-dsl-integration,/tmp/e2e-opus/jobs/v2-opus47-claude/baseline-claude-code-craft-taskgen-v2-20260427-151228/t2v3-EL228e-esql-dsl-integration-KMCUUdn,1,2,2,30,30,0.3846,0.6364,0.2308,36,4,13,11,70,21,35,11,0,3,0,4,8,40,55,394,31,17,0,0,,829
claude-code/aws/anthropic/bedrock-claude-opus-4-7 / effort=xhigh,t2v3-EV1c73-opportunistic-type2-charging,/tmp/e2e-opus/jobs/v2-opus47-claude/baseline-claude-code-craft-taskgen-v2-20260427-151228/t2v3-EV1c73-opportunistic-type2--ukHQQ36,0,1,3,0,0,1.0,1.0,0.6667,57,4,6,16,30,10,3,14,0,3,0,4,0,15,0,324,51,34,0,0,,179
claude-code/aws/anthropic/bedrock-claude-opus-4-7 / effort=xhigh,t2v3-FA800f-colmodernvbert-multimodal-integration,/tmp/e2e-opus/jobs/v2-opus47-claude/baseline-claude-code-craft-taskgen-v2-20260427-151228/t2v3-FA800f-colmodernvbert-multi-8q4RTSJ,0,3,6,0,0,1.0,0.9444,0.7143,81,6,7,18,57,10,11,13,0,5,5,1,2,36,53,744,64,17,0,0,,870
