model,task,trial_dir,e2e_resolved,f2p_passed,f2p_total,p2p_passed,p2p_total,exam_file_recall,exam_function_recall,comm_file_recall,n_examined_files,n_committed_files,gold_n_files,gold_n_functions,n_steps,n_read_calls,n_bash_calls,n_edit_calls,n_grep_glob_calls,n_todo_calls,files_edited_once,files_edited_2plus,n_test_invocations,first_edit_step,first_test_step,agent_diff_lines,n_examined_nongold,n_examined_test_files,n_examined_doc_files,pre_edit_mention_count,pre_edit_diagnosis_text,gold_diff_lines
codex/openai/openai/gpt-5.5 / effort=xhigh,t2v3-UV029b-websockets-sansio-keepalive-pings,/tmp/e2e-codex-full/jobs/v2b-codex-gpt55-xhigh/baseline-codex-craft-taskgen-v2b-20260429-041506/t2v3-UV029b-websockets-sansio-ke-xqbBJHT,1,4,4,290,290,1.0,1.0,1.0,107,3,2,9,34,0,27,1,0,0,1,0,0,33,0,80,105,38,21,2,"exec_command call_X41LFs84Xtt50l7bgTHyyfD6
Executed exec_command call_Ebgl8fnFtz12cLPKmeOKL2dF
Executed exec_command call_8Umy9aLfJ9h0r229U5T2DB84
Executed exec_command call_N6ckaz43CXgH7Sx2cZtnnLcQ
Executed exec_command call_NXAuGzRjt65uCXSA85R3UBi9
Executed exec_command call_ZCHCn7f6KX8psU8yARfoPeNc
Executed exec_command call_vnSoSSD7nGGAJLarxq4kKMH4
I’m going to add a small keepalive task that starts only after an accepted sansio WebSocket handshake, sends protocol-level pings on the configured interval, and fails/closes the connection with 1011 if the matching pong does not arrive in time.",82
codex/openai/openai/gpt-5.5 / effort=xhigh,t2v3-VC1b70-httpcore-sync-async-split,/tmp/e2e-codex-full/jobs/v2b-codex-gpt55-xhigh/baseline-codex-craft-taskgen-v2b-20260429-041506/t2v3-VC1b70-httpcore-sync-async--NPicVD3,1,2,2,29,29,1.0,1.0,0.5,74,2,2,16,24,0,17,0,0,0,0,0,2,0,17,0,72,8,0,0,"ure with a targeted snippet before editing, then make the sync path consume only sync byte streams and keep the async path awaitable.
Executed exec_command call_C5bnrPH8qrF2mtgoAMpWd1Yc
Executed exec_command call_qc5QailwTL3GR7QzpKr4F854
Executed exec_command call_YH8oRVq7Iyd22DeGRkEN7yTO
Executed exec_command call_IvvatCOOAMTiBX3QoR1LKkzi
Executed write_stdin call_8CqrRVI8Dnxmdm2y2Ye3wTVx
Executed exec_command call_1tfV2mFDtR2ikCCtERGVSX3q
Executed exec_command call_nyJkfRE4dtzsw3GFz31vBuLn
Executed exec_command call_w5yYO0ZtOSxe6CPzRxjcbXOm
Executed exec_command call_XzC8DiTRhfSL4n008jwru5Xg",168
codex/openai/openai/gpt-5.5 / effort=xhigh,t2v3-XY5089-bond-outline-per-segment,/tmp/e2e-codex-full/jobs/v2b-codex-gpt55-xhigh/baseline-codex-craft-taskgen-v2b-20260429-041506/t2v3-XY5089-bond-outline-per-seg-FWJoYCC,0,4,5,36,36,1.0,1.0,0.6667,255,3,3,1,27,0,21,0,0,0,0,0,1,0,7,0,252,25,26,0,"uVXoitTz8qgw70QnOTzHEz
I found the current behavior: outlines are appended once from the base bond geometry before segment expansion, and `(j, i)` geometry currently reuses `(i, j)` endpoints. I’m moving outline emission into `_emit_line` and fixing geometry orientation at the same time.
Executed exec_command call_N7tggytB25IGZ1kYcolAmWgW
Executed exec_command call_qhYGHErYsFPTGxwakRSsWnL3
Executed exec_command call_eaiXq2Jtq5bNnu6gdcrmwlOa
Executed exec_command call_DRxc2j7GMQnd0nB0jlr6e1Wz
Executed exec_command call_sOB3USD571dvVXGehC1PcbMb
Executed exec_command call_PFckXWySPz21L5BqDJ6zWtcW",354
claude-code/aws/anthropic/bedrock-claude-opus-4-7 / effort=xhigh,t2v3-ADd1f1-eval-service-integration,/tmp/e2e-opus/jobs/v2-opus47-claude/baseline-claude-code-craft-taskgen-v2-20260427-151228/t2v3-ADd1f1-eval-service-integra-FoDCqhq,0,2,4,18,18,1.0,1.0,1.0,19,4,4,6,27,12,4,2,6,3,0,1,0,25,0,6,15,0,5,0,,373
claude-code/aws/anthropic/bedrock-claude-opus-4-7 / effort=xhigh,t2v3-ADebd7-toolset-name-prefix,/tmp/e2e-opus/jobs/v2-opus47-claude/baseline-claude-code-craft-taskgen-v2-20260427-151228/t2v3-ADebd7-toolset-name-prefix-eggeuJ7,0,22,24,4,4,1.0,1.0,1.0,67,2,2,4,12,6,5,0,0,1,0,0,0,0,0,0,65,50,0,0,,72
claude-code/aws/anthropic/bedrock-claude-opus-4-7 / effort=xhigh,t2v3-AN4f86-angrop-aarch64-support,/tmp/e2e-opus/jobs/v2-opus47-claude/baseline-claude-code-craft-taskgen-v2-20260427-151228/t2v3-AN4f86-angrop-aarch64-suppo-x76dZwG,1,2,2,16,16,0.9474,1.0,0.5789,29,11,19,148,32,21,3,6,0,2,1,2,0,27,0,280,11,7,0,0,,1949
claude-code/aws/anthropic/bedrock-claude-opus-4-7 / effort=xhigh,t2v3-AUb452-regex-character-class-support,/tmp/e2e-opus/jobs/v2-opus47-claude/baseline-claude-code-craft-taskgen-v2-20260427-151228/t2v3-AUb452-regex-character-clas-7FNEYZv,0,1,10,24,24,1.0,1.0,1.0,86,5,3,7,20,8,5,5,1,1,1,2,1,15,20,856,83,50,0,0,,474
claude-code/aws/anthropic/bedrock-claude-opus-4-7 / effort=xhigh,t2v3-BL60e2-http-client-protocol-refactor,/tmp/e2e-opus/jobs/v2-opus47-claude/baseline-claude-code-craft-taskgen-v2-20260427-151228/t2v3-BL60e2-http-client-protocol-UPnFKWB,1,4,4,230,230,0.6111,0.8588,0.1667,42,6,18,85,27,12,3,0,11,0,0,0,0,0,0,0,31,6,1,0,,2615
claude-code/aws/anthropic/bedrock-claude-opus-4-7 / effort=xhigh,t2v3-BL9bd7-multipart-formdata-roundtrip-fix,/tmp/e2e-opus/jobs/v2-opus47-claude/baseline-claude-code-craft-taskgen-v2-20260427-151228/t2v3-BL9bd7-multipart-formdata-r-pUjKaUy,0,12,16,358,358,0.8182,0.8125,0.6364,84,8,11,16,29,13,10,5,0,1,0,1,0,25,0,78,75,48,0,0,,242
claude-code/aws/anthropic/bedrock-claude-opus-4-7 / effort=xhigh,t2v3-BLa5a2-pluggable-binding-converters,/tmp/e2e-opus/jobs/v2-opus47-claude/baseline-claude-code-craft-taskgen-v2-20260427-151228/t2v3-BLa5a2-pluggable-binding-co-ukuw2sV,0,10,14,367,367,0.8571,0.5,0.7143,65,7,7,2,21,9,7,3,1,1,3,0,0,19,0,1243,61,43,1,0,,508
claude-code/aws/anthropic/bedrock-claude-opus-4-7 / effort=xhigh,t2v3-BLbca5-mount-prefix-propagation,/tmp/e2e-opus/jobs/v2-opus47-claude/baseline-claude-code-craft-taskgen-v2-20260427-151228/t2v3-BLbca5-mount-prefix-propaga-Q5mtP2s,1,6,6,61,61,1.0,1.0,1.0,16,2,2,7,29,12,15,0,0,2,0,0,2,0,3,0,14,7,2,0,,153
claude-code/aws/anthropic/bedrock-claude-opus-4-7 / effort=xhigh,t2v3-CA6bc4-cattrs-annotated-overrides,/tmp/e2e-opus/jobs/v2-opus47-claude/baseline-claude-code-craft-taskgen-v2-20260427-151228/t2v3-CA6bc4-cattrs-annotated-ove-kNFtCrY,1,12,12,2,2,0.5714,1.0,0.5714,11,7,7,9,25,11,6,0,7,1,0,0,0,0,0,0,7,1,0,0,,227
claude-code/aws/anthropic/bedrock-claude-opus-4-7 / effort=xhigh,t2v3-CA872b-splits-during-bed-and-breakfast,/tmp/e2e-opus/jobs/v2-opus47-claude/baseline-claude-code-craft-taskgen-v2-20260427-151228/t2v3-CA872b-splits-during-bed-an-NES4ze8,0,0,2,16,16,1.0,1.0,0.5,83,1,2,5,14,7,3,0,4,0,0,0,0,0,0,0,81,42,9,0,,60
claude-code/aws/anthropic/bedrock-claude-opus-4-7 / effort=xhigh,t2v3-CH78cb-chat-profile-config-overrides,/tmp/e2e-opus/jobs/v2-opus47-claude/baseline-claude-code-craft-taskgen-v2-20260427-151228/t2v3-CH78cb-chat-profile-config--ZoSxdpB,1,4,4,57,57,0.5714,0.5556,0.4286,43,3,7,9,30,7,13,7,1,2,0,2,0,18,0,898,39,2,6,0,,408
claude-code/aws/anthropic/bedrock-claude-opus-4-7 / effort=xhigh,t2v3-CHc3c1-locale-fallback-dataframe-polars,/tmp/e2e-opus/jobs/v2-opus47-claude/baseline-claude-code-craft-taskgen-v2-20260427-151228/t2v3-CHc3c1-locale-fallback-data-iSVu6d7,0,4,5,69,69,0.15,0.6,0.15,2,3,20,5,6,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,7358
claude-code/aws/anthropic/bedrock-claude-opus-4-7 / effort=xhigh,t2v3-CHe590-ask-file-upload-validation,/tmp/e2e-opus/jobs/v2-opus47-claude/baseline-claude-code-craft-taskgen-v2-20260427-151228/t2v3-CHe590-ask-file-upload-vali-53zfyX8,1,5,5,45,45,0.5789,0.7391,0.4737,15,9,19,23,27,13,11,2,0,1,0,1,0,25,0,23,6,1,0,0,,239
claude-code/aws/anthropic/bedrock-claude-opus-4-7 / effort=xhigh,t2v3-CR1c25-django-settings-forward-ref,/tmp/e2e-opus/jobs/v2-opus47-claude/baseline-claude-code-craft-taskgen-v2-20260427-151228/t2v3-CR1c25-django-settings-forw-ca9Vurk,1,5,5,25,25,1.0,1.0,1.0,5,2,1,7,6,2,0,0,3,0,0,0,0,0,0,0,4,1,0,0,,171
claude-code/aws/anthropic/bedrock-claude-opus-4-7 / effort=xhigh,t2v3-CS8148-literal-union-type-handling,/tmp/e2e-opus/jobs/v2-opus47-claude/baseline-claude-code-craft-taskgen-v2-20260427-151228/t2v3-CS8148-literal-union-type-h-hsxjgh5,0,4,5,128,128,0.7143,1.0,0.4286,46,3,7,14,38,19,12,0,5,1,0,0,3,0,33,0,41,18,0,0,,75
claude-code/aws/anthropic/bedrock-claude-opus-4-7 / effort=xhigh,t2v3-CUf582-ws-control-frame-filtering,/tmp/e2e-opus/jobs/v2-opus47-claude/baseline-claude-code-craft-taskgen-v2-20260427-151228/t2v3-CUf582-ws-control-frame-fil-mqtpzVU,0,4,5,110,110,0.5,1.0,0.3333,17,2,6,19,9,3,4,0,2,0,0,0,0,0,0,0,14,2,2,0,,349
claude-code/aws/anthropic/bedrock-claude-opus-4-7 / effort=xhigh,t2v3-DA055f-input-model-ref-strategy,/tmp/e2e-opus/jobs/v2-opus47-claude/baseline-claude-code-craft-taskgen-v2-20260427-151228/t2v3-DA055f-input-model-ref-stra-LasBYjA,1,10,10,40,40,0.7,0.5,0.5,21,7,10,8,40,21,5,3,9,2,1,1,0,34,0,39,14,5,0,0,,219
claude-code/aws/anthropic/bedrock-claude-opus-4-7 / effort=xhigh,t2v3-DA076a-dace-argument-marshal-refactor,/tmp/e2e-opus/jobs/v2-opus47-claude/baseline-claude-code-craft-taskgen-v2-20260427-151228/t2v3-DA076a-dace-argument-marsha-3JNYjbJ,1,4,4,14,14,0.6,0.8182,0.6,13,8,10,33,49,31,3,0,13,1,0,0,0,0,0,0,7,0,0,0,,807
claude-code/aws/anthropic/bedrock-claude-opus-4-7 / effort=xhigh,t2v3-DA0f7a-input-model-unserializable-types,/tmp/e2e-opus/jobs/v2-opus47-claude/baseline-claude-code-craft-taskgen-v2-20260427-151228/t2v3-DA0f7a-input-model-unserial-VVXEqQD,1,9,9,66,66,0.6667,0.8571,0.6667,60,5,3,7,45,14,29,0,0,2,0,0,2,0,3,0,58,43,0,0,,270
claude-code/aws/anthropic/bedrock-claude-opus-4-7 / effort=xhigh,t2v3-DAa2a4-pydantic-v2-alias-choices,/tmp/e2e-opus/jobs/v2-opus47-claude/baseline-claude-code-craft-taskgen-v2-20260427-151228/t2v3-DAa2a4-pydantic-v2-alias-ch-DgeHFD2,1,8,8,778,778,0.6471,0.6111,0.5294,64,17,17,18,76,30,29,13,0,4,6,2,1,55,7,176,54,30,0,0,,436
claude-code/aws/anthropic/bedrock-claude-opus-4-7 / effort=xhigh,t2v3-DAbca6-packed-strides-contiguous-strip-mining,/tmp/e2e-opus/jobs/v2-opus47-claude/baseline-claude-code-craft-taskgen-v2-20260427-151228/t2v3-DAbca6-packed-strides-conti-vKe8Up9,0,60,62,3,3,0.5714,0.5,0.4286,11,3,7,10,21,8,12,0,0,1,0,0,0,0,0,0,7,0,0,0,,414
claude-code/aws/anthropic/bedrock-claude-opus-4-7 / effort=xhigh,t2v3-DB1222-tz-aware-cron-backfill,/tmp/e2e-opus/jobs/v2-opus47-claude/baseline-claude-code-craft-taskgen-v2-20260427-151228/t2v3-DB1222-tz-aware-cron-backfi-AAJs74i,0,4,7,16,16,0.8571,0.9524,0.8571,58,6,7,21,30,12,9,7,0,2,1,2,0,21,0,273,52,50,0,0,,160
claude-code/aws/anthropic/bedrock-claude-opus-4-7 / effort=xhigh,t2v3-DE0e88-hpo-solution-selection-framework,/tmp/e2e-opus/jobs/v2-opus47-claude/baseline-claude-code-craft-taskgen-v2-20260427-151228/t2v3-DE0e88-hpo-solution-selecti-Gfv8SGq,0,1,3,2,2,0.4615,0.8276,0.0769,11,1,13,29,12,8,4,0,0,0,0,0,0,0,0,0,6,2,0,0,,866
claude-code/aws/anthropic/bedrock-claude-opus-4-7 / effort=xhigh,t2v3-DE4791-kornia-augmentation-migration,/tmp/e2e-opus/jobs/v2-opus47-claude/baseline-claude-code-craft-taskgen-v2-20260427-151228/t2v3-DE4791-kornia-augmentation--qqEh4PJ,0,14,17,13,13,0.7778,1.0,0.7778,53,7,9,11,24,11,11,1,0,1,1,0,0,24,0,297,47,29,0,0,,458
claude-code/aws/anthropic/bedrock-claude-opus-4-7 / effort=xhigh,t2v3-EL228e-esql-dsl-integration,/tmp/e2e-opus/jobs/v2-opus47-claude/baseline-claude-code-craft-taskgen-v2-20260427-151228/t2v3-EL228e-esql-dsl-integration-KMCUUdn,1,2,2,30,30,0.3846,0.6364,0.2308,17,4,13,11,35,15,18,0,0,2,0,0,0,0,0,0,13,6,0,0,,829
claude-code/aws/anthropic/bedrock-claude-opus-4-7 / effort=xhigh,t2v3-EV1c73-opportunistic-type2-charging,/tmp/e2e-opus/jobs/v2-opus47-claude/baseline-claude-code-craft-taskgen-v2-20260427-151228/t2v3-EV1c73-opportunistic-type2--ukHQQ36,0,1,3,0,0,1.0,1.0,0.6667,57,4,6,16,15,10,3,1,0,1,1,0,0,15,0,18,51,34,0,0,,179
claude-code/aws/anthropic/bedrock-claude-opus-4-7 / effort=xhigh,t2v3-FA800f-colmodernvbert-multimodal-integration,/tmp/e2e-opus/jobs/v2-opus47-claude/baseline-claude-code-craft-taskgen-v2-20260427-151228/t2v3-FA800f-colmodernvbert-multi-8q4RTSJ,0,3,6,0,0,1.0,0.9444,0.7143,68,6,7,18,28,8,4,0,0,1,0,0,0,0,0,0,61,17,0,0,,870
claude-code/aws/anthropic/bedrock-claude-opus-4-7 / effort=xhigh,t2v3-FAe252-publisher-mock-empty-dest,/tmp/e2e-opus/jobs/v2-opus47-claude/baseline-claude-code-craft-taskgen-v2-20260427-151228/t2v3-FAe252-publisher-mock-empty-LYBhkdc,1,5,5,280,280,0.2778,0.4839,0.2778,28,8,18,31,46,27,8,0,8,2,0,0,2,0,41,0,23,11,0,0,,187
claude-code/aws/anthropic/bedrock-claude-opus-4-7 / effort=xhigh,t2v3-FL8811-nested-pydantic-type-resolution,/tmp/e2e-opus/jobs/v2-opus47-claude/baseline-claude-code-craft-taskgen-v2-20260427-151228/t2v3-FL8811-nested-pydantic-type-kMTERLm,1,7,7,9,9,1.0,1.0,1.0,29,1,1,2,16,4,11,0,0,1,0,0,0,0,0,0,28,4,0,0,,70
claude-code/aws/anthropic/bedrock-claude-opus-4-7 / effort=xhigh,t2v3-GD9598-path-umgeometric-inheritance,/tmp/e2e-opus/jobs/v2-opus47-claude/baseline-claude-code-craft-taskgen-v2-20260427-151228/t2v3-GD9598-path-umgeometric-inh-3GhacTo,1,6,6,27,27,0.5,0.9722,0.3333,41,2,6,36,33,7,14,1,9,1,1,0,0,33,0,55,39,1,0,0,,412
claude-code/aws/anthropic/bedrock-claude-opus-4-7 / effort=xhigh,t2v3-GR9704-streaming-embed-text-tables,/tmp/e2e-opus/jobs/v2-opus47-claude/baseline-claude-code-craft-taskgen-v2-20260427-151228/t2v3-GR9704-streaming-embed-text-5JYxoZg,1,9,9,0,0,0.8,1.0,0.8,101,4,5,6,20,11,8,0,0,1,0,0,0,0,0,0,97,3,0,0,,484
claude-code/aws/anthropic/bedrock-claude-opus-4-7 / effort=xhigh,t2v3-HAc618-hatch-pep735-dependency-groups,/tmp/e2e-opus/jobs/v2-opus47-claude/baseline-claude-code-craft-taskgen-v2-20260427-151228/t2v3-HAc618-hatch-pep735-depende-L8mZBgJ,1,3,3,117,117,0.4,0.5,0.2,8,3,5,6,21,8,12,0,0,1,0,0,0,0,0,0,6,1,3,0,,202
claude-code/aws/anthropic/bedrock-claude-opus-4-7 / effort=xhigh,t2v3-HU0299-webhooks-cli-subcommand,/tmp/e2e-opus/jobs/v2-opus47-claude/baseline-claude-code-craft-taskgen-v2-20260427-151228/t2v3-HU0299-webhooks-cli-subcomm-Jq82UfL,0,13,14,126,126,0.4286,0.5714,0.2857,19,3,7,7,15,7,8,0,0,0,0,0,0,0,0,0,16,4,0,0,,762
claude-code/aws/anthropic/bedrock-claude-opus-4-7 / effort=xhigh,t2v3-HU03e0-cli-output-whoami-format,/tmp/e2e-opus/jobs/v2-opus47-claude/baseline-claude-code-craft-taskgen-v2-20260427-151228/t2v3-HU03e0-cli-output-whoami-fo-rZnoyEb,0,3,5,297,297,1.0,0.8,0.625,25,8,8,15,31,13,16,0,0,2,0,0,0,0,0,0,18,4,0,0,,402
claude-code/aws/anthropic/bedrock-claude-opus-4-7 / effort=xhigh,t2v3-HU98e9-cli-repo-type-prefix-rewrite,/tmp/e2e-opus/jobs/v2-opus47-claude/baseline-claude-code-craft-taskgen-v2-20260427-151228/t2v3-HU98e9-cli-repo-type-prefix-oRU7d4u,0,18,21,242,242,0.5714,0.9091,0.4286,45,4,7,11,36,9,17,8,0,2,1,1,0,22,0,403,41,9,0,0,,352
claude-code/aws/anthropic/bedrock-claude-opus-4-7 / effort=xhigh,t2v3-JS37fa-handler-context-propagation,/tmp/e2e-opus/jobs/v2-opus47-claude/baseline-claude-code-craft-taskgen-v2-20260427-151228/t2v3-JS37fa-handler-context-prop-ZgdzZ4X,1,2,2,7,7,0.6,1.0,0.6,6,3,5,10,13,5,4,3,0,1,0,1,0,11,0,73,3,1,0,0,,125
claude-code/aws/anthropic/bedrock-claude-opus-4-7 / effort=xhigh,t2v3-LAac00-circuit-ansatz-ancilla-support,/tmp/e2e-opus/jobs/v2-opus47-claude/baseline-claude-code-craft-taskgen-v2-20260427-151228/t2v3-LAac00-circuit-ansatz-ancil-AJSwscq,1,12,12,51,51,1.0,1.0,1.0,59,1,1,17,8,3,4,0,1,0,0,0,0,0,0,0,58,2,0,0,,248
claude-code/aws/anthropic/bedrock-claude-opus-4-7 / effort=xhigh,t2v3-LE282c-robomme-env-integration,/tmp/e2e-opus/jobs/v2-opus47-claude/baseline-claude-code-craft-taskgen-v2-20260427-151228/t2v3-LE282c-robomme-env-integrat-23QXa2t,0,7,10,0,0,0.2,0.3333,0.2,18,2,5,3,10,5,4,0,1,0,0,0,0,0,0,0,17,1,1,0,,643
claude-code/aws/anthropic/bedrock-claude-opus-4-7 / effort=xhigh,t2v3-MCf60d-resource-utilization-calculator,/tmp/e2e-opus/jobs/v2-opus47-claude/baseline-claude-code-craft-taskgen-v2-20260427-151228/t2v3-MCf60d-resource-utilization-g3JgmTr,0,1,6,3,3,0.7143,0.9138,0.5,89,10,14,58,36,15,11,6,0,4,2,2,0,24,0,729,79,59,0,0,,2202
claude-code/aws/anthropic/bedrock-claude-opus-4-7 / effort=xhigh,t2v3-NI25be-nicegui-keep-alive,/tmp/e2e-opus/jobs/v2-opus47-claude/baseline-claude-code-craft-taskgen-v2-20260427-151228/t2v3-NI25be-nicegui-keep-alive-LTHm9n4,1,7,7,0,0,0.2222,0.0,0.2222,35,6,9,4,26,13,7,2,2,2,2,0,0,25,0,53,33,1,0,0,,489
claude-code/aws/anthropic/bedrock-claude-opus-4-7 / effort=xhigh,t2v3-NI5f2c-vbuild-esm-new-inputs-rotate,/tmp/e2e-opus/jobs/v2-opus47-claude/baseline-claude-code-craft-taskgen-v2-20260427-151228/t2v3-NI5f2c-vbuild-esm-new-input-GHmmUCW,0,6,9,2,2,0.5294,0.6154,0.2941,19,7,17,13,28,13,8,5,0,2,1,2,0,19,0,53,11,0,0,0,,325
claude-code/aws/anthropic/bedrock-claude-opus-4-7 / effort=xhigh,t2v3-NN1ea7-pruning-strip-in-place,/tmp/e2e-opus/jobs/v2-opus47-claude/baseline-claude-code-craft-taskgen-v2-20260427-151228/t2v3-NN1ea7-pruning-strip-in-pla-4A973qk,1,39,39,0,0,0.5714,0.7778,0.2857,45,3,7,9,27,12,14,0,0,1,0,0,1,0,4,0,41,2,2,0,,170
claude-code/aws/anthropic/bedrock-claude-opus-4-7 / effort=xhigh,t2v3-OC7096-yaml-include-merge-key,/tmp/e2e-opus/jobs/v2-opus47-claude/baseline-claude-code-craft-taskgen-v2-20260427-151228/t2v3-OC7096-yaml-include-merge-k-RRsBGc9,1,4,4,5,5,0.5,1.0,0.25,15,8,4,4,11,2,5,4,0,0,2,1,1,6,8,97,13,9,0,0,,361
claude-code/aws/anthropic/bedrock-claude-opus-4-7 / effort=xhigh,t2v3-OCc79e-templated-records-fqdn-validation,/tmp/e2e-opus/jobs/v2-opus47-claude/baseline-claude-code-craft-taskgen-v2-20260427-151228/t2v3-OCc79e-templated-records-fq-Huz3UDf,0,13,15,29,29,1.0,1.0,1.0,33,13,6,11,28,14,11,1,0,2,1,0,0,27,0,92,27,15,6,0,,131
claude-code/aws/anthropic/bedrock-claude-opus-4-7 / effort=xhigh,t2v3-OP166f-file-path-rule-enforcement,/tmp/e2e-opus/jobs/v2-opus47-claude/baseline-claude-code-craft-taskgen-v2-20260427-151228/t2v3-OP166f-file-path-rule-enfor-McCFeXW,1,4,4,15,15,0.3077,0.3,0.2308,66,3,13,20,11,4,3,0,3,1,0,0,0,0,0,0,62,52,1,0,,489
claude-code/aws/anthropic/bedrock-claude-opus-4-7 / effort=xhigh,t2v3-OP2463-umbrela-retrieval-metrics,/tmp/e2e-opus/jobs/v2-opus47-claude/baseline-claude-code-craft-taskgen-v2-20260427-151228/t2v3-OP2463-umbrela-retrieval-me-BVhNkor,0,4,8,0,0,0.5556,0.3158,0.3333,18,3,9,19,9,4,0,0,4,0,0,0,0,0,0,0,13,8,0,0,,416
claude-code/aws/anthropic/bedrock-claude-opus-4-7 / effort=xhigh,t2v3-OP7922-negative-interest-to-liabilities,/tmp/e2e-opus/jobs/v2-opus47-claude/baseline-claude-code-craft-taskgen-v2-20260427-151228/t2v3-OP7922-negative-interest-to-8kCWGwm,0,10,11,117,117,0.75,0.5,0.75,67,3,4,4,24,6,3,0,14,0,0,0,0,0,0,0,64,57,2,0,,196
claude-code/aws/anthropic/bedrock-claude-opus-4-7 / effort=xhigh,t2v3-OP7ed8-org-disable-type-enum,/tmp/e2e-opus/jobs/v2-opus47-claude/baseline-claude-code-craft-taskgen-v2-20260427-151228/t2v3-OP7ed8-org-disable-type-enu-rGe6SgK,0,1,2,43,43,0.5833,0.6,0.5,139,7,12,15,42,20,2,0,19,0,0,0,0,0,0,0,132,7,0,0,,468
claude-code/aws/anthropic/bedrock-claude-opus-4-7 / effort=xhigh,t2v3-OPb2e1-evaluator-chaining-consistency,/tmp/e2e-opus/jobs/v2-opus47-claude/baseline-claude-code-craft-taskgen-v2-20260427-151228/t2v3-OPb2e1-evaluator-chaining-c-72YpQpH,1,2,2,7,7,0.5455,0.8,0.2727,47,3,11,20,7,6,1,0,0,0,0,0,0,0,0,0,41,10,0,0,,780
claude-code/aws/anthropic/bedrock-claude-opus-4-7 / effort=xhigh,t2v3-PA64aa-launcher-script-dir-propagation,/tmp/e2e-opus/jobs/v2-opus47-claude/baseline-claude-code-craft-taskgen-v2-20260427-151228/t2v3-PA64aa-launcher-script-dir--d2dUonc,0,20,34,2,2,1.0,0.9722,1.0,68,12,12,36,20,6,8,4,0,2,4,0,0,14,0,589,56,1,0,0,,170
claude-code/aws/anthropic/bedrock-claude-opus-4-7 / effort=xhigh,t2v3-PI628c-embedding-display-fix,/tmp/e2e-opus/jobs/v2-opus47-claude/baseline-claude-code-craft-taskgen-v2-20260427-151228/t2v3-PI628c-embedding-display-fi-hgXExsJ,1,2,2,104,104,0.4444,0.5,0.2222,24,4,9,20,44,21,7,0,13,1,0,0,1,0,2,0,20,1,0,0,,113
claude-code/aws/anthropic/bedrock-claude-opus-4-7 / effort=xhigh,t2v3-PI68e1-asyncmap-result-sync-block,/tmp/e2e-opus/jobs/v2-opus47-claude/baseline-claude-code-craft-taskgen-v2-20260427-151228/t2v3-PI68e1-asyncmap-result-sync-5qL9UAN,0,3,4,0,0,0.6667,0.7143,0.6667,52,2,3,7,16,7,4,3,0,2,1,1,0,13,0,51,50,50,0,0,,134
claude-code/aws/anthropic/bedrock-claude-opus-4-7 / effort=xhigh,t2v3-PIecf2-piccolo-table-str-abbreviated,/tmp/e2e-opus/jobs/v2-opus47-claude/baseline-claude-code-craft-taskgen-v2-20260427-151228/t2v3-PIecf2-piccolo-table-str-ab-FfqgWxK,1,2,2,2,2,1.0,0.7143,0.5,5,2,2,7,21,9,11,0,0,1,0,0,1,0,19,0,4,1,0,0,,140
claude-code/aws/anthropic/bedrock-claude-opus-4-7 / effort=xhigh,t2v3-PO5935-deny-effect-iam-policies,/tmp/e2e-opus/jobs/v2-opus47-claude/baseline-claude-code-craft-taskgen-v2-20260427-151228/t2v3-PO5935-deny-effect-iam-poli-Sz2gu8n,0,3,5,2,2,0.0081,1.0,0.0081,55,4,369,4,11,2,3,4,2,0,1,1,0,8,0,69,52,5,0,0,,17197
claude-code/aws/anthropic/bedrock-claude-opus-4-7 / effort=xhigh,t2v3-PY1651-polars-cursor-chunksize-support,/tmp/e2e-opus/jobs/v2-opus47-claude/baseline-claude-code-craft-taskgen-v2-20260427-151228/t2v3-PY1651-polars-cursor-chunks-BVnAP35,0,17,18,0,0,0.75,1.0,0.75,14,3,4,18,20,7,5,6,0,2,1,1,0,14,0,636,11,0,0,0,,565
claude-code/aws/anthropic/bedrock-claude-opus-4-7 / effort=xhigh,t2v3-PY166e-scrolling-container-always-instantiate-b,/tmp/e2e-opus/jobs/v2-opus47-claude/baseline-claude-code-craft-taskgen-v2-20260427-151228/t2v3-PY166e-scrolling-container--TqyyitV,1,3,3,24,24,0.5714,0.5952,0.5714,59,5,7,42,16,7,4,0,4,1,0,0,0,0,0,0,55,50,0,0,,649
